a_cpse,a_code,a_desc,b_cpse,b_code,b_desc,sim,reason
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,NTPC,EGW000012,"Hex Nut, M16, Zinc Pltd, DIN 934",0.6199,"veto:finish,material,std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,NTPC,EGW000011,"Hex Bolt, Gr.8.8, H.D.G., M24 x 96 mm",0.6344,"veto:finish,material,thread"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,NTPC,EGW000006,"Hex Bolt, DIN 933, M10 x 30 mm, Gr.A4-70, Plain Finish",0.9143,"veto:std,thread"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,NTPC,EGW000009,"Hex Bolt, H.D.G., DIN 933, M14 x 56 mm",0.7683,"veto:finish,material,std,thread"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,NTPC,EGW000003,"Hex Bolt, IS 1364, M12 x 45 mm, Gr.8.8, Zinc Pltd",0.6532,"veto:finish,material,std,thread"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,NTPC,EGW000013,"Hex Nut, Gr.A2-70, Plain Finish, DIN 934, M10",0.8087,"veto:std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,NTPC,EGW000010,"Hex Bolt, DIN 933, Gr.8.8, H.D.G., M18 x 72 mm",0.7549,"veto:finish,material,std,thread"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100021,HEX BOLT / DIN-933 / 10.9 GR / M10x40MM,0.8719,"veto:std,thread"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100035,HEX BOLT / PLAIN / M10x30MM,0.7568,veto:thread
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100042,HEX BOLT / M18x72MM / GALVANIZED / DIN-933 / 8.8 GR,0.7694,"veto:std,thread"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100147,STUD BOLT / PLAIN / M16x80MM / B7,0.5531,"veto:thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100070,HEX NUT / PLAIN / DIN-934 / M10 / A470,0.7784,"veto:material,std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100077,HEX NUT / M12 / DIN-934 / GALVANIZED / 8 GR,0.6123,"veto:std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100140,STUD BOLT / M20x100MM / B7 / PLAIN,0.5564,"veto:thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100084,HEX NUT / 8 GR / DIN-934 / GALVANIZED / M12,0.6455,"veto:std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100098,HEX NUT / DIN-934 / GALVANIZED / M18 / 8 GR,0.6221,"veto:std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100091,HEX NUT / GALVANIZED / M14 / 8 GR / DIN-934,0.647,"veto:std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100126,FLAT WASHER / ZP / DIN-125 / M14,0.4098,"veto:finish,material,std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100028,HEX BOLT / DIN-933 / M20x80MM / BLACK / 8.8 GR,0.7744,"veto:finish,material,std,thread"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100056,HEX NUT / M16 / ZP / 8 GR / DIN-934,0.6496,"veto:finish,material,std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100105,HEX NUT / 8 GR / DIN-934 / GALVANIZED / M20,0.6334,"veto:std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100154,SOCKET HEAD CAP SCREW / M10x30MM / ZP / DIN-912 / 12.9 GR,0.4483,"veto:finish,material,std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100007,HEX BOLT / 8.8 GR / BLACK / DIN-931,0.7756,"veto:finish,material"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100063,HEX NUT / PLAIN / M10 / DIN-934 / A270,0.7846,"veto:material,std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100112,FLAT WASHER / DIN-125 / ZP / M16,0.4117,"veto:finish,material,std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100049,HEX BOLT / DIN-933 / 8.8 GR / GALVANIZED / M24x96MM,0.7725,"veto:std,thread"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100119,FLAT WASHER / M12 / ZP / DIN-125,0.4104,"veto:finish,material,std,thread,type"
IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,SAIL,S100161,SOCKET HEAD CAP SCREW / ZP / 12.9 GR / M10x35MM / DIN-912,0.4481,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,0.4473,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,IOCL,RM-00008,Hex Bolt – Plain – A2-70,0.5366,"veto:finish,material,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,IOCL,RM-00007,Hex Bolt – A2-70 – M10 X 30 – DIN 933 – Plain,0.7059,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,IOCL,RM-00018,Hex Nut – Hot Dip Galvanised – 8 – M20 – DIN 934,0.9704,veto:thread
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,IOCL,RM-00001,Hex Bolt – M16 X 60 – 8.8 – DIN 931 – Black Oxide,0.6975,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000022,"Flat Washer, M14, DIN 125",0.5465,"veto:std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000027,"Socket Screw, Blk Oxide, DIN 912, Gr.12.9",0.5683,"veto:finish,grade,material,std,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000021,"Flat Washer, DIN 125, M12, Zinc Pltd",0.5062,"veto:finish,material,std,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000029,"Socket Screw, DIN 912, Gr.12.9, M10 x 35 mm",0.5812,"veto:grade,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000004,"Hex Bolt, M20 x 80 mm, Blk Oxide, Gr.8.8, DIN 933",0.6981,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000002,"Hex Bolt, IS 1364, M12 x 40 mm, Zinc Pltd",0.5501,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000001,"Hex Bolt, Blk Oxide, Gr.8.8, M16 x 60 mm",0.5977,"veto:finish,grade,material,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000020,"Flat Washer, Zinc Pltd, DIN 9021",0.4346,"veto:finish,material,std,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000024,"Flat Washer, M18, Zinc Pltd, DIN 125",0.5249,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000023,"Flat Washer, M14, DIN 125, Zinc Pltd",0.4946,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000028,"Socket Screw, Zinc Pltd, Gr.12.9, M10 x 30 mm",0.4309,"veto:finish,grade,material,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000014,"Hex Nut, Gr.A4-70, M10, Plaid Finish",0.5715,veto:thread
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000016,"Hex Nut, M14, H.D.G., Gr.8",0.7516,veto:thread
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000005,"Hex Bolt, DIN 933, M10 x 30 mm, Gr.A2-70",0.7037,"veto:std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000017,"Hex Nut, M14, H.D.G., DIN 934",0.9022,veto:thread
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000019,"Flat Washer, DIN 125, M16, Zinc Pltd",0.5078,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000018,"Hex Nut, DIN 934, M20, H.D.G., Gr.8",0.8517,veto:thread
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000012,"Hex Nut, M16, Zinc Pltd, DIN 934",0.7485,"veto:finish,material,thread"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000011,"Hex Bolt, Gr.8.8, H.D.G., M24 x 96 mm",0.7436,"veto:grade,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000006,"Hex Bolt, DIN 933, M10 x 30 mm, Gr.A4-70, Plain Finish",0.7087,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000009,"Hex Bolt, H.D.G., DIN 933, M14 x 56 mm",0.8564,"veto:std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000007,"Hex Bolt, Gr.A4-70, M12 x 50 mm, DIN 931, Plain Finimh",0.6371,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000008,"Hex Bolt, Gr.A4-70, Plain Finish, M12 x 50 mm",0.5835,"veto:finish,material,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000003,"Hex Bolt, IS 1364, M12 x 45 mm, Gr.8.8, Zinc Pltd",0.5591,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000013,"Hex Nut, Gr.A2-70, Plain Finish, DIN 934, M10",0.7866,"veto:finish,material,thread"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,NTPC,EGW000010,"Hex Bolt, DIN 933, Gr.8.8, H.D.G., M18 x 72 mm",0.831,"veto:grade,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100021,HEX BOLT / DIN-933 / 10.9 GR / M10x40MM,0.7323,"veto:grade,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100035,HEX BOLT / PLAIN / M10x30MM,0.5514,"veto:finish,material,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100042,HEX BOLT / M18x72MM / GALVANIZED / DIN-933 / 8.8 GR,0.8011,"veto:grade,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100070,HEX NUT / PLAIN / DIN-934 / M10 / A470,0.7749,"veto:finish,material,thread"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100098,HEX NUT / DIN-934 / GALVANIZED / M18 / 8 GR,0.8549,veto:thread
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100091,HEX NUT / GALVANIZED / M14 / 8 GR / DIN-934,0.8827,veto:thread
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100126,FLAT WASHER / ZP / DIN-125 / M14,0.4465,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100028,HEX BOLT / DIN-933 / M20x80MM / BLACK / 8.8 GR,0.7286,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100056,HEX NUT / M16 / ZP / 8 GR / DIN-934,0.769,"veto:finish,material,thread"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100133,FLAT WASHER / DIN-125 / M18 / ZP,0.4117,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100105,HEX NUT / 8 GR / DIN-934 / GALVANIZED / M20,0.8598,veto:thread
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100154,SOCKET HEAD CAP SCREW / M10x30MM / ZP / DIN-912 / 12.9 GR,0.5257,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100007,HEX BOLT / 8.8 GR / BLACK / DIN-931,0.7519,"veto:finish,grade,material,std,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100063,HEX NUT / PLAIN / M10 / DIN-934 / A270,0.7779,"veto:finish,material,thread"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100112,FLAT WASHER / DIN-125 / ZP / M16,0.4543,"veto:finish,material,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100049,HEX BOLT / DIN-933 / 8.8 GR / GALVANIZED / M24x96MM,0.802,"veto:grade,std,thread,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100119,FLAT WASHER / M12 / ZP / DIN-125,0.4547,"veto:finish,material,std,type"
IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,SAIL,S100161,SOCKET HEAD CAP SCREW / ZP / 12.9 GR / M10x35MM / DIN-912,0.5283,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,IOCL,RM-00008,Hex Bolt – Plain – A2-70,0.6064,"veto:material,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,IOCL,RM-00007,Hex Bolt – A2-70 – M10 X 30 – DIN 933 – Plain,0.5923,"veto:material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,IOCL,RM-00001,Hex Bolt – M16 X 60 – 8.8 – DIN 931 – Black Oxide,0.4808,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000029,"Socket Screw, DIN 912, Gr.12.9, M10 x 35 mm",0.4367,"veto:grade,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000004,"Hex Bolt, M20 x 80 mm, Blk Oxide, Gr.8.8, DIN 933",0.4617,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000002,"Hex Bolt, IS 1364, M12 x 40 mm, Zinc Pltd",0.5831,"veto:finish,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000001,"Hex Bolt, Blk Oxide, Gr.8.8, M16 x 60 mm",0.5001,"veto:finish,grade,material,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000025,"Stud Bolt, M20 x 100 mm",0.8148,veto:thread
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000028,"Socket Screw, Zinc Pltd, Gr.12.9, M10 x 30 mm",0.4399,"veto:finish,grade,material,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000014,"Hex Nut, Gr.A4-70, M10, Plaid Finish",0.4492,"veto:thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000005,"Hex Bolt, DIN 933, M10 x 30 mm, Gr.A2-70",0.5345,"veto:std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000012,"Hex Nut, M16, Zinc Pltd, DIN 934",0.4039,"veto:finish,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000011,"Hex Bolt, Gr.8.8, H.D.G., M24 x 96 mm",0.508,"veto:finish,grade,material,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000006,"Hex Bolt, DIN 933, M10 x 30 mm, Gr.A4-70, Plain Finish",0.5389,"veto:material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000009,"Hex Bolt, H.D.G., DIN 933, M14 x 56 mm",0.456,"veto:finish,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000007,"Hex Bolt, Gr.A4-70, M12 x 50 mm, DIN 931, Plain Finimh",0.5108,"veto:material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000008,"Hex Bolt, Gr.A4-70, Plain Finish, M12 x 50 mm",0.6077,"veto:material,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000003,"Hex Bolt, IS 1364, M12 x 45 mm, Gr.8.8, Zinc Pltd",0.6023,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000013,"Hex Nut, Gr.A2-70, Plain Finish, DIN 934, M10",0.4512,"veto:material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,NTPC,EGW000010,"Hex Bolt, DIN 933, Gr.8.8, H.D.G., M18 x 72 mm",0.4863,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100021,HEX BOLT / DIN-933 / 10.9 GR / M10x40MM,0.5661,"veto:grade,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100035,HEX BOLT / PLAIN / M10x30MM,0.6426,"veto:material,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100042,HEX BOLT / M18x72MM / GALVANIZED / DIN-933 / 8.8 GR,0.4906,"veto:grade,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100147,STUD BOLT / PLAIN / M16x80MM / B7,0.9163,veto:material
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100070,HEX NUT / PLAIN / DIN-934 / M10 / A470,0.426,"veto:material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100140,STUD BOLT / M20x100MM / B7 / PLAIN,0.8652,"veto:material,thread"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100028,HEX BOLT / DIN-933 / M20x80MM / BLACK / 8.8 GR,0.5008,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100056,HEX NUT / M16 / ZP / 8 GR / DIN-934,0.4441,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100154,SOCKET HEAD CAP SCREW / M10x30MM / ZP / DIN-912 / 12.9 GR,0.4079,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100007,HEX BOLT / 8.8 GR / BLACK / DIN-931,0.4892,"veto:finish,grade,material,std,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100063,HEX NUT / PLAIN / M10 / DIN-934 / A270,0.4372,"veto:material,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100049,HEX BOLT / DIN-933 / 8.8 GR / GALVANIZED / M24x96MM,0.4935,"veto:grade,std,thread,type"
IOCL,RM-00028,Stud Bolt – Plain – M16 X 80 – B7 – ASTM A193,SAIL,S100161,SOCKET HEAD CAP SCREW / ZP / 12.9 GR / M10x35MM / DIN-912,0.401,"veto:finish,grade,material,std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,IOCL,RM-00018,Hex Nut – Hot Dip Galvanised – 8 – M20 – DIN 934,0.4151,"veto:finish,material,std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000022,"Flat Washer, M14, DIN 125",0.747,veto:thread
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000021,"Flat Washer, DIN 125, M12, Zinc Pltd",0.9342,veto:thread
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000002,"Hex Bolt, IS 1364, M12 x 40 mm, Zinc Pltd",0.5189,"veto:std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000015,"Hex Nut, H.D.G., M12, Gr.8, DIN 934",0.4044,"veto:finish,material,std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000020,"Flat Washer, Zinc Pltd, DIN 9021",0.8986,veto:std
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000024,"Flat Washer, M18, Zinc Pltd, DIN 125",0.9026,veto:thread
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000023,"Flat Washer, M14, DIN 125, Zinc Pltd",0.9271,veto:thread
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000028,"Socket Screw, Zinc Pltd, Gr.12.9, M10 x 30 mm",0.475,"veto:thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000017,"Hex Nut, M14, H.D.G., DIN 934",0.411,"veto:finish,material,std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000018,"Hex Nut, DIN 934, M20, H.D.G., Gr.8",0.4156,"veto:finish,material,std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000012,"Hex Nut, M16, Zinc Pltd, DIN 934",0.5339,"veto:std,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000011,"Hex Bolt, Gr.8.8, H.D.G., M24 x 96 mm",0.4102,"veto:finish,material,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000009,"Hex Bolt, H.D.G., DIN 933, M14 x 56 mm",0.4278,"veto:finish,material,std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000003,"Hex Bolt, IS 1364, M12 x 45 mm, Gr.8.8, Zinc Pltd",0.5149,"veto:std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,NTPC,EGW000010,"Hex Bolt, DIN 933, Gr.8.8, H.D.G., M18 x 72 mm",0.4385,"veto:finish,material,std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,SAIL,S100042,HEX BOLT / M18x72MM / GALVANIZED / DIN-933 / 8.8 GR,0.439,"veto:std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,SAIL,S100077,HEX NUT / M12 / DIN-934 / GALVANIZED / 8 GR,0.4326,"veto:std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,SAIL,S100084,HEX NUT / 8 GR / DIN-934 / GALVANIZED / M12,0.447,"veto:std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,SAIL,S100098,HEX NUT / DIN-934 / GALVANIZED / M18 / 8 GR,0.4347,"veto:std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,SAIL,S100091,HEX NUT / GALVANIZED / M14 / 8 GR / DIN-934,0.4437,"veto:std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,SAIL,S100126,FLAT WASHER / ZP / DIN-125 / M14,0.9486,veto:thread
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,SAIL,S100056,HEX NUT / M16 / ZP / 8 GR / DIN-934,0.5866,"veto:std,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,SAIL,S100133,FLAT WASHER / DIN-125 / M18 / ZP,0.964,veto:thread
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,SAIL,S100105,HEX NUT / 8 GR / DIN-934 / GALVANIZED / M20,0.4489,"veto:std,thread,type"
IOCL,RM-00019,Flat Washer – M16 – DIN 125 – Zinc Plated,SAIL,S100154,SOCKET HEAD CAP SCREW / M10x30MM / ZP / DIN-912 / 12.9 GR,0.4777,"veto:std,thread,type"
